<<<<<<< HEAD
illness_name,classical_symptom,symptom_name
=======
illness_name,classical_symptom, symptom_name
>>>>>>> 6a4e0acfb4764e2a9fa0d967125440562beb8d1d
性兴奋障碍,Treatment_of_department,抑郁
性兴奋障碍,Treatment_of_department,性欲减退
性兴奋障碍,Treatment_of_department,焦虑
泌尿生殖系放线菌病,Treatment_of_department,钝痛
泌尿生殖系放线菌病,Treatment_of_department,低烧
泌尿生殖系放线菌病,Treatment_of_department,消瘦
夸赛纳森林病,Treatment_of_department,发烧
夸赛纳森林病,Treatment_of_department,肌痛
夸赛纳森林病,Treatment_of_department,头痛
科罗拉多蜱热,Treatment_of_department,怕冷
科罗拉多蜱热,Treatment_of_department,发烧
科罗拉多蜱热,Treatment_of_department,头痛
肺芽生菌病,Treatment_of_department,低烧
肺芽生菌病,Treatment_of_department,食欲不振
肺芽生菌病,Treatment_of_department,消瘦
乙胺嘧啶中毒,Treatment_of_department,恶心
乙胺嘧啶中毒,Treatment_of_department,肚子疼
乙胺嘧啶中毒,Treatment_of_department,抽搐
西伯利亚立克次体斑疹热,Treatment_of_department,头痛
西伯利亚立克次体斑疹热,Treatment_of_department,肌肉酸痛
西伯利亚立克次体斑疹热,Treatment_of_department,食欲减退
加利福尼亚脑炎,Treatment_of_department,发烧
加利福尼亚脑炎,Treatment_of_department,头痛
加利福尼亚脑炎,Treatment_of_department,咽痛
小儿利斯特菌病,Treatment_of_department,丘疹
小儿利斯特菌病,Treatment_of_department,生长缓慢
小儿利斯特菌病,Treatment_of_department,嗜睡
弗郎西丝菌肺炎,Treatment_of_department,咳嗽
弗郎西丝菌肺炎,Treatment_of_department,咳痰
弗郎西丝菌肺炎,Treatment_of_department,咳血痰
阴茎癌,Treatment_of_department,排尿疼痛
阴茎癌,Treatment_of_department,腹股沟淋巴结肿大
阴茎癌,Treatment_of_department,消瘦
左精索静脉曲张,Treatment_of_department,阴囊坠胀痛
左精索静脉曲张,Treatment_of_department,阴囊下坠
生殖器念珠菌病,Treatment_of_department,阴道分泌物增多
生殖器念珠菌病,Treatment_of_department,性交困难
生殖器念珠菌病,Treatment_of_department,白色恶露
卵巢早衰,Treatment_of_department,女性第二性征消失
卵巢早衰,Treatment_of_department,抗卵巢抗体阳性
卵巢早衰,Treatment_of_department,绝经期面红
蝎螫伤,Treatment_of_department,血压下降
蝎螫伤,Treatment_of_department,瘀斑
蝎螫伤,Treatment_of_department,皮肤坏死
五氯酚钠中毒,Treatment_of_department,恶心
五氯酚钠中毒,Treatment_of_department,肚子疼
五氯酚钠中毒,Treatment_of_department,烦躁不安
毛圆线虫病,Treatment_of_department,肚子疼
毛圆线虫病,Treatment_of_department,乏力
毛圆线虫病,Treatment_of_department,腹胀
小儿亚硝酸盐中毒,Treatment_of_department,乏力
小儿亚硝酸盐中毒,Treatment_of_department,烦躁不安
小儿亚硝酸盐中毒,Treatment_of_department,恶心
非01霍乱弧菌肠炎,Treatment_of_department,发烧
非01霍乱弧菌肠炎,Treatment_of_department,肚子疼
非01霍乱弧菌肠炎,Treatment_of_department,恶心与呕吐
小儿脾外伤,Treatment_of_department,拒食
小儿脾外伤,Treatment_of_department,烦躁不安
小儿脾外伤,Treatment_of_department,肚子疼
利斯特菌脑膜炎,Treatment_of_department,发烧
利斯特菌脑膜炎,Treatment_of_department,头痛
利斯特菌脑膜炎,Treatment_of_department,恶心与呕吐
小儿脑膜炎球菌性肾上腺综合征,Treatment_of_department,瘀斑
小儿脑膜炎球菌性肾上腺综合征,Treatment_of_department,面色苍白
小儿脑膜炎球菌性肾上腺综合征,Treatment_of_department,脉搏细速
性欲亢进,Treatment_of_department,迷走神经兴奋
性欲亢进,Treatment_of_department,阴茎异常勃起
性欲亢进,Treatment_of_department,性上瘾
无机磷中毒,Treatment_of_department,呼吸困难
无机磷中毒,Treatment_of_department,胃肠道症状
无机磷中毒,Treatment_of_department,肝脏肿大
葡萄球菌中毒性休克综合征,Treatment_of_department,发烧
葡萄球菌中毒性休克综合征,Treatment_of_department,怕冷
葡萄球菌中毒性休克综合征,Treatment_of_department,肌痛
原发性阿米巴脑膜脑炎,Treatment_of_department,头痛
原发性阿米巴脑膜脑炎,Treatment_of_department,发烧
原发性阿米巴脑膜脑炎,Treatment_of_department,恶心与呕吐
男性不育,Treatment_of_department,精血不足
男性不育,Treatment_of_department,精子凝集
男性不育,Treatment_of_department,精子稀少
子宫内膜异位症,Treatment_of_department,女性不孕
子宫内膜异位症,Treatment_of_department,肚子疼
子宫内膜异位症,Treatment_of_department,尿频
不孕症,Treatment_of_department,阴道不规则出血
不孕症,Treatment_of_department,阴道分泌物增多
不孕症,Treatment_of_department,月经稀少
性冷淡,Treatment_of_department,性欲减退
性冷淡,Treatment_of_department,抑郁
性冷淡,Treatment_of_department,易性别癖
小儿霉甘蔗中毒,Treatment_of_department,蹒跚步态
小儿霉甘蔗中毒,Treatment_of_department,肚子疼
小儿霉甘蔗中毒,Treatment_of_department,恶心
宫外孕,Treatment_of_department,孕早期腹痛
宫外孕,Treatment_of_department,妊娠时伴有腹痛的阴道流血
宫外孕,Treatment_of_department,急性腹痛
生殖器疱疹,Treatment_of_department,疱疹
生殖器疱疹,Treatment_of_department,脓疱
生殖器疱疹,Treatment_of_department,阴茎疼痛
乙酰苯胺类中毒,Treatment_of_department,白细胞减少
乙酰苯胺类中毒,Treatment_of_department,恶心
乙酰苯胺类中毒,Treatment_of_department,肚子疼
细菌性阴道炎,Treatment_of_department,阴道分泌物增多
细菌性阴道炎,Treatment_of_department,排尿时外阴灼热、瘙痒或疼痛
细菌性阴道炎,Treatment_of_department,阴部灼热
包皮龟头炎,Treatment_of_department,阴茎表浅性溃疡
包皮龟头炎,Treatment_of_department,龟头瘙痒
包皮龟头炎,Treatment_of_department,阴部皮肤潮红
艾滋病,Treatment_of_department,不明原因发热
艾滋病,Treatment_of_department,免疫力降低
艾滋病,Treatment_of_department,HIV感染
羰基镍中毒,Treatment_of_department,乏力
羰基镍中毒,Treatment_of_department,头痛
羰基镍中毒,Treatment_of_department,气急
小儿阿托品类中毒,Treatment_of_department,血压下降
小儿阿托品类中毒,Treatment_of_department,共济失调
小儿阿托品类中毒,Treatment_of_department,昏迷
早泄,Treatment_of_department,器质性早泄
早泄,Treatment_of_department,男子性功能障碍
早泄,Treatment_of_department,心理性性功能障碍
阴茎前阴囊,Treatment_of_department,阴茎异常勃起
阴茎前阴囊,Treatment_of_department,阴茎短
阴茎前阴囊,Treatment_of_department,尿道口疼
外伤性胆管损伤,Treatment_of_department,胆管断裂
外伤性胆管损伤,Treatment_of_department,内出血
外伤性胆管损伤,Treatment_of_department,肚子疼
阳痿,Treatment_of_department,心理性性功能障碍
阳痿,Treatment_of_department,男子性功能障碍
阳痿,Treatment_of_department,雄激素过少
粗制棉子油中毒,Treatment_of_department,肚子疼
粗制棉子油中毒,Treatment_of_department,昏迷
粗制棉子油中毒,Treatment_of_department,肝脏肿大
枢椎齿突骨折,Treatment_of_department,被迫体位
枢椎齿突骨折,Treatment_of_department,不能转颈
枢椎齿突骨折,Treatment_of_department,粉碎性骨折
氯喹中毒,Treatment_of_department,无力
氯喹中毒,Treatment_of_department,头晕
氯喹中毒,Treatment_of_department,头痛
小儿播散性脂肪肉芽肿综合征,Treatment_of_department,皮下结节
小儿播散性脂肪肉芽肿综合征,Treatment_of_department,关节肿胀
小儿播散性脂肪肉芽肿综合征,Treatment_of_department,腱反射消失
铜绿色假单胞菌脑膜炎,Treatment_of_department,发烧
铜绿色假单胞菌脑膜炎,Treatment_of_department,怕冷
铜绿色假单胞菌脑膜炎,Treatment_of_department,寒战
猛兽伤,Treatment_of_department,头皮撕裂伤
猛兽伤,Treatment_of_department,外伤性出血
猛兽伤,Treatment_of_department,皮肤撕脱伤
小儿出血性休克和脑病综合征,Treatment_of_department,抽搐
小儿出血性休克和脑病综合征,Treatment_of_department,脉搏细弱甚至不能清楚触及
小儿出血性休克和脑病综合征,Treatment_of_department,昏迷
小儿触电与雷击,Treatment_of_department,无力
小儿触电与雷击,Treatment_of_department,面色苍白
小儿触电与雷击,Treatment_of_department,重度烧伤
砷化氢引起的溶血性贫血,Treatment_of_department,褐色尿
砷化氢引起的溶血性贫血,Treatment_of_department,轻度中毒
砷化氢引起的溶血性贫血,Treatment_of_department,肚子疼
胎肥,Treatment_of_department,胎膜早破
胎肥,Treatment_of_department,皮肤胎痣
胎肥,Treatment_of_department,胚胎发育障碍
婴儿肉毒中毒综合征,Treatment_of_department,吸吮反射消失
婴儿肉毒中毒综合征,Treatment_of_department,吞咽困难
婴儿肉毒中毒综合征,Treatment_of_department,反应迟钝
杜波组织胞浆菌病,Treatment_of_department,淋巴结肿大
杜波组织胞浆菌病,Treatment_of_department,肉芽肿
杜波组织胞浆菌病,Treatment_of_department,生长缓慢
小儿水杨酸盐类中毒,Treatment_of_department,蛋白尿
小儿水杨酸盐类中毒,Treatment_of_department,头晕
小儿水杨酸盐类中毒,Treatment_of_department,肚子疼
小儿片吸虫病,Treatment_of_department,胀痛
小儿片吸虫病,Treatment_of_department,怕冷
小儿片吸虫病,Treatment_of_department,乏力
克里米亚-刚果出血热,Treatment_of_department,发烧
克里米亚-刚果出血热,Treatment_of_department,恶心
克里米亚-刚果出血热,Treatment_of_department,头痛
溶组织内阿米巴病,Treatment_of_department,腹胀
溶组织内阿米巴病,Treatment_of_department,弛张热
溶组织内阿米巴病,Treatment_of_department,里急后重
湄公血吸虫病,Treatment_of_department,腹水
湄公血吸虫病,Treatment_of_department,低烧
湄公血吸虫病,Treatment_of_department,肝脾肿大
致肠细胞病变人孤儿病毒感染,Treatment_of_department,发烧
致肠细胞病变人孤儿病毒感染,Treatment_of_department,疱疹
致肠细胞病变人孤儿病毒感染,Treatment_of_department,发烧
委内瑞拉马脑炎,Treatment_of_department,发烧
委内瑞拉马脑炎,Treatment_of_department,头痛
委内瑞拉马脑炎,Treatment_of_department,恶心
棘阿米巴性巩膜炎,Treatment_of_department,周期性发作的巩膜充血
棘阿米巴性巩膜炎,Treatment_of_department,睫状充血
棘阿米巴性巩膜炎,Treatment_of_department,视力障碍
棉子中毒,Treatment_of_department,心动过缓
棉子中毒,Treatment_of_department,肝脏肿大
棉子中毒,Treatment_of_department,血压下降
腹腔肺吸虫病,Treatment_of_department,盗汗
腹腔肺吸虫病,Treatment_of_department,腹部压痛
