illness_name,surgeries,surgeries_name
睡眠呼吸暂停综合征,surgeries,十二指肠转位术
阻塞性睡眠呼吸暂停综合征,surgeries,十二指肠转位术
肥胖症,surgeries,十二指肠转位术
高脂血症,surgeries,十二指肠转位术
痔疮,surgeries,传统方式痔疮切除术
鼻窦炎,surgeries,内视镜功能鼻窦手术
鼻出血,surgeries,内视镜功能鼻窦手术
鼻息肉,surgeries,内视镜功能鼻窦手术
副鼻窦炎,surgeries,内视镜功能鼻窦手术
慢性鼻窦炎,surgeries,内视镜功能鼻窦手术
常年性鼻炎,surgeries,内视镜功能鼻窦手术
急性鼻窦炎,surgeries,内视镜功能鼻窦手术
鼻窦鳞状细胞癌,surgeries,内视镜功能鼻窦手术
鼻窦鳞状细胞癌的眼部病变,surgeries,内视镜功能鼻窦手术
慢性额窦炎,surgeries,额窦脓肿引流术
急性额窦炎,surgeries,额窦脓肿引流术
残窦综合征,surgeries,额窦脓肿引流术
颅骨骨膜窦,surgeries,额窦脓肿引流术
慢性额窦炎,surgeries,额窦根治术
急性额窦炎,surgeries,额窦根治术
鼻中隔溃疡,surgeries,额窦根治术
上矢状窦血栓性静脉炎,surgeries,额窦根治术
喉部钝挫伤,surgeries,喉疤痕性狭窄整复术
泪囊炎,surgeries,泪小管鼻腔吻合术
溢泪症,surgeries,泪小管鼻腔吻合术
原发性鼻腔淋巴瘤,surgeries,泪小管鼻腔吻合术
泪囊肿瘤,surgeries,泪小管鼻腔吻合术
青光眼,surgeries,负人工晶状前房植入术
屈光不正,surgeries,负人工晶状前房植入术
糖尿病,surgeries,负人工晶状前房植入术
葡萄膜炎,surgeries,负人工晶状前房植入术
屈光参差,surgeries,负人工晶状前房植入术
近视眼,surgeries,负人工晶状前房植入术
唇裂,surgeries,双侧唇裂修复术
小儿眼-耳-脊椎综合征,surgeries,双侧唇裂修复术
过敏性鼻炎,surgeries,翼管神经切除术
鼻息肉,surgeries,翼管神经切除术
慢性闭角型青光眼,surgeries,周边虹膜切除术
急性闭角型青光眼,surgeries,周边虹膜切除术
伴有虹膜睫状体炎的继发性青光眼,surgeries,周边虹膜切除术
恶性青光眼,surgeries,周边虹膜切除术
原发性青少年型青光眼,surgeries,周边虹膜切除术
原发性急性闭角型青光眼,surgeries,周边虹膜切除术
原发性慢性闭角型青光眼,surgeries,周边虹膜切除术
角膜炎,surgeries,眼前节重建术
细菌性角膜炎,surgeries,眼前节重建术
虹膜角膜内皮综合征,surgeries,眼前节重建术
化学性眼外伤,surgeries,眼前节重建术
角膜葡萄肿,surgeries,眼前节重建术
视网膜脱落,surgeries,视网膜裂孔光凝术
早产儿视网膜病变,surgeries,视网膜裂孔光凝术
原发性视网膜脱离,surgeries,视网膜裂孔光凝术
先天性视网膜劈裂,surgeries,视网膜裂孔光凝术
增生性玻璃体视网膜病变,surgeries,视网膜裂孔光凝术
后天性视网膜劈裂,surgeries,视网膜裂孔光凝术
获得性视网膜劈裂,surgeries,视网膜裂孔光凝术
脉络膜脱离型视网膜脱离,surgeries,视网膜裂孔光凝术
先天性视网膜劈裂症,surgeries,视网膜裂孔光凝术
鼻窦炎,surgeries,经上颌窦筛窦切除术
